Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
The Amazing Transparent Man,Drama,1960,tt0053593,0.0,4.0,nm0152460,nm0448004,nm0341526,nm0872683,1918,1915,1916,1898,49.0,106.0,76.0,6.0,F,M,M,M
Seeing the World,Other,1927,tt0142828,0.0,4.5,nm0491048,nm0167782,nm0174393,nm0235897,1890,1916,1918,1913,127.0,48.0,40.0,42.0,M,M,M,M
Jason's Lyric,Drama,1994,tt0110186,-11179984.258166077,4.4,nm0005300,nm0000586,nm0940158,nm0188025,1968,1971,1973,1970,51.0,56.0,40.0,20.0,M,F,M,M
The Big Sleep,Drama,1978,tt0077234,0.0,4.4,nm0000053,nm0587234,nm0095524,nm0163748,1917,1941,1917,1947,160.0,34.0,353.0,31.0,M,F,M,F
Boys Will Be Boys,Other,1935,tt0026132,0.0,4.6,nm0370547,nm0363104,nm0360085,nm0122261,1888,1885,1918,1881,19.0,46.0,21.0,15.0,M,M,M,M
Head,Other,1968,tt0063049,0.0,4.5,nm0868074,nm0427888,nm0004880,nm0626452,1942,1945,1945,1942,61.0,68.0,130.0,62.0,M,M,M,M
Dil Vil Pyar Vyar,Other,2002,tt0335044,0.0,4.3,nm0534856,nm0792116,nm0839634,nm0794363,1970,1970,1971,1972,207.0,100.0,91.0,14.0,M,M,M,F
The Ghost in the Invisible Bikini,Other,1966,tt0060457,0.0,4.1,nm0456565,nm0909117,nm0454178,nm0641323,1941,1941,1940,1941,34.0,13.0,14.0,5.0,M,F,M,F
"Scotland, Pa.",Other,2001,tt0265713,0.0,4.6,nm0001457,nm0005491,nm0000686,nm0180984,1962,1965,1943,1969,42.0,306.0,80.0,183.0,M,F,M,M
Tridev,Action/Adventure,1989,tt0100816,0.0,4.6,nm0219971,nm0787462,nm0006763,nm0002043,1956,1950,1957,1967,90.0,179.0,161.0,68.0,M,M,M,F
The Final Sanction,Other,1990,tt0101876,0.0,4.1,nm0697961,nm0120494,nm0166873,nm0810342,1959,1950,\N,1933,21.0,49.0,3.0,183.0,M,M,F,M
The Exterminator,Action/Adventure,1980,tt0080707,0.0,4.4,nm0320180,nm0002058,nm0313387,nm0416944,1948,1939,1931,1952,51.0,67.0,104.0,15.0,M,F,M,M
End of the Line,Horror,2007,tt0494224,0.0,4.4,nm0253833,nm1288961,nm0621034,nm0791328,1976,\N,1970,\N,3.0,40.0,21.0,4.0,F,M,M,F
Born to Kill,Action/Adventure,1996,tt0115732,0.0,4.3,nm0432601,nm0793534,nm1058617,nm1045781,1973,1972,\N,1959,49.0,23.0,2.0,3.0,M,F,M,M
Undertow,Drama,2009,tt1368491,0.0,4.8,nm2046763,nm0039978,nm0136572,nm1178239,\N,1967,1977,\N,11.0,9.0,711.0,152.0,M,F,M,F
The Men Who Stare at Goats,Other,2009,tt1234548,11609286.614221303,4.7,nm0000191,nm0000123,nm0000228,nm0000313,1971,1961,1959,1949,116.0,174.0,147.0,91.0,M,M,M,M
Shark City,Drama,2009,tt1055367,0.0,4.0,nm0113814,nm1707109,nm0744690,nm0621176,\N,\N,1961,\N,53.0,10.0,91.0,52.0,M,M,M,M
Facing Windows,Drama,2003,tt0352343,0.0,4.7,nm0583856,nm0320988,nm0100556,nm0631516,1974,1918,1971,1970,34.0,81.0,159.0,60.0,F,M,M,M
"Sister, Sister",Drama,1987,tt0093980,-6784988.754580125,4.2,nm0000655,nm0000492,nm0412382,nm0513731,1961,1962,1951,1942,88.0,113.0,64.0,15.0,M,F,F,M
The Pit and the Pendulum,Drama,1961,tt0055304,-1583960.9701700583,4.6,nm0001637,nm0824489,nm0449734,nm0026035,1911,1937,1931,1938,172.0,30.0,22.0,22.0,M,F,M,F
Porky's Last Stand,Other,1940,tt0032932,0.0,4.6,nm0000305,nm0916075,,,1908,1906,,,1938.0,101.0,,,M,M,,
Shrek 2,Other,2004,tt0298148,11609286.614221303,4.9,nm0000196,nm0000552,nm0000139,nm0000267,1963,1961,1972,1935,73.0,84.0,43.0,56.0,M,M,F,F
She's Having a Baby,Drama,1988,tt0096094,11609286.614221303,4.6,nm0000102,nm0001527,nm0000285,nm0712857,1958,1961,1958,1932,156.0,46.0,231.0,2.0,M,F,M,M
The Horror of Frankenstein,Horror,1970,tt0065851,0.0,4.4,nm0061012,nm0140933,nm0138040,nm0696866,1940,1939,1944,1915,30.0,84.0,15.0,85.0,M,F,F,M
Black Bread,Drama,2010,tt1454523,-6514015.927137814,4.5,nm3609850,nm3608932,nm1155977,nm0142875,1997,1996,1975,1976,11.0,7.0,59.0,29.0,M,F,F,M
Gorp,Other,1980,tt0080809,0.0,3.9,nm0501185,nm0000598,nm0143779,nm0000376,1948,1954,1949,1957,73.0,138.0,77.0,235.0,M,M,M,F
La Brassiere,Drama,2001,tt0306651,0.0,4.4,nm0490513,nm0465503,nm0490500,nm0504942,1964,1970,1964,1976,95.0,95.0,39.0,32.0,M,M,F,F
Gangavataran,Other,1937,tt0253093,0.0,4.7,nm0158331,nm0661056,nm0221217,nm0080175,\N,\N,\N,\N,2.0,1.0,5.0,1.0,M,M,F,M
Osey Ramulamma,Action/Adventure,1997,tt0261884,0.0,4.9,nm0897227,nm0708218,nm0201927,nm0621515,1966,1959,1947,1947,78.0,32.0,19.0,1.0,F,M,M,M
Prelude to a Kiss,Drama,1992,tt0105165,11609286.614221303,4.6,nm0000212,nm0000285,nm0000870,nm0000885,1961,1958,1948,1937,45.0,231.0,150.0,103.0,F,M,F,M
The Book of the Dead,Drama,2005,tt0443232,0.0,4.6,nm0457219,nm0961243,nm0594533,,1930,1933,1973,,41.0,8.0,38.0,,F,F,F,
The Limping Man,Other,1953,tt0046001,0.0,4.4,nm0000978,nm0514263,nm0923664,nm0680587,1913,1923,1907,1924,232.0,15.0,76.0,66.0,M,F,M,M
Black Sheep,Horror,2006,tt0779982,0.0,4.4,nm0238135,nm2201960,nm0205541,nm0150193,1974,\N,\N,\N,11.0,5.0,32.0,41.0,M,M,M,M
My Baby's Daddy,Other,2004,tt0332712,-15040151.76916968,3.9,nm0341176,nm0026364,nm0408284,nm0005294,1968,1970,1966,1969,115.0,326.0,163.0,132.0,M,M,M,F
Café Express,Other,1980,tt0080488,0.0,4.7,nm0542063,nm0148041,nm0583857,nm0059607,1921,1922,1941,1940,84.0,66.0,44.0,4.0,M,M,M,M
DC Showcase: The Spectre,Other,2010,tt1601188,0.0,4.7,nm0170550,nm0000192,nm0071818,nm0667326,1956,1972,1962,1956,243.0,444.0,1899.0,882.0,M,F,M,M
Duplex,Other,2003,tt0266489,-26610365.54446659,4.0,nm0001774,nm0000106,nm1169742,nm0001213,1965,1975,1921,1954,59.0,86.0,3.0,12.0,M,F,F,M
Pitch Black,Drama,2000,tt0134847,11609286.614221303,4.9,nm0593664,nm0369513,nm0004874,nm0202966,1973,1975,1967,1956,89.0,100.0,55.0,321.0,F,M,M,M
Chatur Singh Two Star,Action/Adventure,2011,tt1363363,0.0,3.5,nm0004569,nm0665349,nm0451600,nm0442479,1959,1975,1955,1956,148.0,31.0,175.0,43.0,M,F,M,M
Picnic at Hanging Rock,Drama,1975,tt0073540,0.0,4.7,nm0731499,nm0483069,nm0337003,nm0607609,1927,1955,1924,1947,26.0,26.0,3.0,24.0,F,F,F,F
I Will Follow You Into the Dark,Horror,2012,tt2179087,-5155540.924247774,4.0,nm0059215,nm2375297,nm1343254,nm0039149,1986,1984,1988,1945,150.0,230.0,23.0,15.0,F,M,F,M
The Devil Rides Out,Horror,1968,tt0062885,0.0,4.6,nm0000489,nm0336509,nm0037316,nm0338839,1922,1928,1947,1931,178.0,53.0,3.0,3.0,M,M,F,M
Stay,Drama,2005,tt0371257,-50498437.2869264,3.7,nm0000191,nm0915208,nm0331516,nm0123632,1971,1968,1980,1957,116.0,85.0,98.0,48.0,M,F,M,F
The Thin Man,Drama,1934,tt0025878,-4004903.762590287,4.8,nm0001635,nm0001485,nm0001577,nm0671738,1892,1905,1911,1895,69.0,80.0,70.0,28.0,M,F,F,M
"A Reason to Live, a Reason to Die",Action/Adventure,1972,tt0069159,0.0,4.5,nm0000336,nm0817881,nm0001699,nm0464170,1928,1929,1922,1914,120.0,65.0,199.0,37.0,M,M,M,M
Lycanthrope,Other,1999,tt0171497,0.0,3.9,nm0001019,nm0935498,nm0390258,nm0593844,1954,1958,\N,1943,73.0,26.0,37.0,38.0,M,M,F,M
Tumbleweed,Action/Adventure,1953,tt0046469,0.0,4.6,nm0001559,nm0625562,nm0932629,nm0731507,1924,1933,1902,1906,67.0,28.0,71.0,65.0,M,F,M,M
The Cardinal,Drama,1963,tt0056907,0.0,4.6,nm0874502,nm0001379,nm0002769,nm0528595,1926,1906,1938,1942,35.0,35.0,56.0,61.0,M,M,F,F
Aishwarya,Other,2006,tt3227016,0.0,4.3,nm1962192,nm2138653,nm2065113,nm2794335,1967,1986,1982,1966,38.0,46.0,11.0,88.0,M,F,F,M
The Final Destination,Drama,2009,tt1144884,11609286.614221303,4.5,nm1214657,nm0020739,nm0278767,nm2092545,1978,\N,1966,1983,65.0,363.0,5.0,20.0,M,F,M,M
Ghosts,Drama,2006,tt0872202,0.0,4.7,nm2790136,nm3057663,nm2403067,nm2540915,\N,\N,1976,\N,1.0,1.0,2.0,1.0,M,M,F,M
Snuff Bottle Connection,Action/Adventure,1977,tt0076699,0.0,4.5,nm0514956,nm0399007,nm1090031,nm0094312,1944,1944,\N,\N,11.0,37.0,5.0,4.0,M,M,M,M
The Unruly Hare,Other,1945,tt0038204,0.0,4.7,nm0000305,nm0116897,nm0682481,nm1041594,1908,1899,1906,\N,1938.0,77.0,52.0,24.0,M,M,M,M
Lucky Jokers,Other,2011,tt4888138,0.0,4.0,nm2775995,nm1428080,nm1428724,nm0415538,1985,1964,1956,1955,23.0,54.0,107.0,95.0,M,M,M,M
Beverly Hills Cop,Drama,1984,tt0086960,11609286.614221303,5.0,nm0000552,nm0001662,nm0039226,nm0002060,1961,\N,1948,1956,84.0,61.0,32.0,46.0,M,M,M,F
"The Prize Winner of Defiance, Ohio",Drama,2005,tt0406158,0.0,4.7,nm0000194,nm0000437,nm0000368,nm0605080,1960,1961,1967,1986,82.0,103.0,128.0,26.0,F,M,F,M
A Bunch of Amateurs,Other,2008,tt1171226,0.0,4.4,nm0000608,nm1638341,nm3057732,nm3057022,1936,1985,\N,1985,300.0,11.0,17.0,52.0,M,F,F,F
Instinct,Drama,1999,tt0128278,-65225618.2787343,3.4,nm0000164,nm0000421,nm0000661,nm0005491,1937,1968,1935,1965,119.0,76.0,214.0,306.0,M,M,M,F
Sahara,Action/Adventure,2005,tt0318649,-9697747.813100066,4.3,nm0000190,nm0004851,nm0001872,nm0039678,1969,1974,1967,\N,84.0,66.0,79.0,2.0,M,F,M,M
The Gay Nighties,Other,1933,tt0024051,0.0,4.4,nm0163714,nm0567223,nm0278006,nm0335046,1888,1883,1887,1911,24.0,22.0,69.0,52.0,M,M,M,F
The House by the Cemetery,Horror,1981,tt0082966,0.0,4.5,nm0531529,nm0539081,nm0682582,nm0294703,1954,1947,1957,1972,21.0,14.0,4.0,2.0,F,M,F,M
Scoop,Drama,2006,tt0457513,11609286.614221303,4.8,nm0424060,nm0413168,nm0242319,nm0061106,1984,1968,\N,1957,57.0,66.0,11.0,120.0,F,M,M,M
Ten Minutes to Live,Other,1932,tt0139639,0.0,4.0,nm0155479,nm0213946,nm0101349,nm0346944,1877,1877,1881,1912,2.0,2.0,2.0,1.0,M,M,F,F
Hesher,Drama,2010,tt1403177,-7183932.524455165,4.5,nm0330687,nm2044770,nm0000204,nm0933988,1981,\N,1981,1966,220.0,6.0,52.0,256.0,M,M,F,M
Twist,Drama,2003,tt0339827,60960.5012819932,4.5,nm0001763,nm0001200,nm0565569,nm0750353,1979,1953,1947,1976,48.0,45.0,193.0,65.0,M,M,M,M
Mere Yaar Ki Shaadi Hai,Other,2002,tt0322653,0.0,4.3,nm0159167,nm0792116,nm0060607,nm0193022,1973,1970,1979,1971,10.0,100.0,60.0,7.0,M,M,F,F
Shaadi Ka Laddoo,Other,2004,tt0414503,0.0,4.2,nm0839634,nm0990671,nm0996627,nm0244890,1971,1972,1978,1971,91.0,387.0,382.0,271.0,M,F,M,F
Hero,Drama,2012,tt2429086,0.0,4.0,nm1335387,nm4417069,nm1792604,nm0820241,1982,1988,1976,1979,101.0,387.0,44.0,56.0,M,F,M,M
North Shore,Drama,1987,tt0093648,0.0,4.6,nm0012208,nm0001604,nm0002129,nm0679904,1966,1961,1950,1960,6.0,42.0,234.0,14.0,M,F,M,M
A Fistful of Dollars,Action/Adventure,1964,tt0058461,-1526509.4035464805,4.8,nm0000142,nm0002231,nm0462367,nm0525742,1930,1933,1931,1905,266.0,59.0,84.0,28.0,M,M,F,M
Black,Drama,2009,tt0990359,0.0,4.3,nm1755988,nm0439157,nm0505159,nm0945063,\N,\N,1960,1967,1.0,6.0,55.0,16.0,M,F,M,M
The Filmstaar,Drama,2011,tt2380698,0.0,3.9,nm0226770,nm0542343,nm2522571,nm1719908,1968,1971,\N,\N,98.0,71.0,16.0,1.0,M,M,F,F
VooDoo,Drama,2007,tt1010012,0.0,4.4,nm0155599,nm0803308,nm0482695,nm1936402,1964,1965,1964,1963,40.0,13.0,31.0,7.0,M,F,M,M
Toxic Zombies,Horror,1980,tt0080448,0.0,4.0,nm0566899,nm0788468,nm0375036,nm0360143,1946,\N,1939,\N,1.0,1.0,1.0,1.0,M,F,M,M
If You Only Knew,Other,2008,tt1313877,0.0,4.6,nm3173249,nm3173756,,,\N,\N,,,1.0,1.0,,,F,F,,
Anna Bond,Drama,2012,tt2146950,0.0,4.1,nm2500160,nm1421465,nm4999775,nm0006763,1975,1984,\N,1957,36.0,88.0,9.0,161.0,M,F,F,M
Sleepy Hollow High,Horror,2000,tt0232657,0.0,3.7,nm0520148,nm0114610,nm0070751,nm0232529,1982,1973,1975,\N,1.0,4.0,1.0,3.0,F,M,M,F
Women Talking Dirty,Drama,1999,tt0180316,0.0,4.4,nm0000307,nm0571160,nm0040586,nm0186469,1966,1964,1934,1944,104.0,58.0,111.0,105.0,F,F,F,M
The Quiet Earth,Drama,1985,tt0089869,-2200832.042144406,4.6,nm0492649,nm0746147,nm0809572,nm0908525,1941,1960,1959,1945,48.0,3.0,2.0,5.0,M,F,M,M
Skylark,Other,1941,tt0034198,0.0,4.5,nm0001055,nm0001537,nm0000731,nm0001931,1903,1907,1902,1903,62.0,204.0,48.0,46.0,F,M,M,F
Thinkalazhcha Nalla Divasam,Other,1985,tt0249185,0.0,4.8,nm0690450,nm0007123,nm0438854,nm0820286,1945,1951,\N,1953,38.0,264.0,6.0,82.0,F,M,M,F
Hudson Hawk,Action/Adventure,1991,tt0102070,-83057274.01412226,2.9,nm0000246,nm0000732,nm0000510,nm0000336,1955,1933,1958,1928,173.0,101.0,111.0,120.0,M,M,F,M
A Distant Thunder,Other,1978,tt0075945,0.0,4.2,nm0242955,nm0426168,nm0159709,nm0705105,1951,\N,\N,\N,5.0,1.0,1.0,5.0,F,F,F,M
Dr. Akagi,Other,1998,tt0155796,0.0,4.7,nm0256628,nm0039591,nm0303826,nm0846630,1948,1978,1957,1957,82.0,55.0,109.0,105.0,M,F,M,M
Wooly Boys,Action/Adventure,2001,tt0268040,448861.9331155872,4.5,nm0001228,nm0001434,nm0001515,nm0001018,1940,1936,1983,1949,72.0,91.0,26.0,194.0,M,M,M,M
My First Romance,Drama,2003,tt0417991,0.0,4.5,nm1218784,nm1216382,nm0317737,nm1283711,1984,1985,1963,\N,146.0,1409.0,826.0,1.0,M,F,F,M
Machine,Drama,2007,tt0345601,0.0,3.8,nm1296186,nm0000514,nm0568180,nm0751638,\N,1957,1966,1953,3.0,224.0,120.0,84.0,M,M,M,M
Fierce People,Drama,2005,tt0401420,327001.995165351,4.5,nm0000178,nm0000661,nm0947338,nm0262635,1965,1935,1989,1981,79.0,214.0,97.0,65.0,F,M,M,M
Ra.One,Other,2011,tt1562871,0.0,4.2,nm0451321,nm0992000,nm0004626,nm2257218,1965,1972,1980,1986,111.0,67.0,57.0,35.0,M,M,F,F
Porndogs: The Adventures of Sadie,Other,2009,tt1328912,0.0,4.2,nm0001032,,nm0790001,nm0224616,1952,,1966,1977,27.0,,3.0,247.0,F,,M,M
Story of a Kiss,Drama,2002,tt0335156,0.0,4.5,nm0484376,nm0273383,nm0328020,nm0386176,1933,1963,1930,1956,121.0,73.0,114.0,72.0,M,F,M,M
Frog Baseball,Other,1992,tt0104305,0.0,4.7,nm0431918,,,,1962,,,,531.0,,,,M,,,
The Black Box,Drama,2005,tt0414879,0.0,4.4,nm0305296,nm0182839,nm0239816,nm0494204,1966,1975,1938,1950,55.0,76.0,100.0,181.0,M,F,M,M
Six-String Samurai,Other,1998,tt0118736,-2904589.7449005675,4.5,nm0265957,nm0570228,nm0207101,nm0310032,1962,\N,\N,1969,2.0,1.0,1.0,1.0,M,M,F,M
Sanyasi,Other,1975,tt0073657,0.0,4.6,nm0006370,nm0004564,nm0622193,nm0159159,1937,1948,1926,1935,32.0,92.0,33.0,104.0,M,F,M,M
Liberty Stands Still,Drama,2002,tt0280870,-14477263.840630068,4.1,nm0021091,nm0000952,nm0147661,nm0130712,1975,1956,1960,1972,78.0,36.0,17.0,60.0,F,M,M,M
Hiding Out,Drama,1987,tt0093186,11609286.614221303,4.7,nm0001083,nm0176861,nm0001272,nm0183122,1965,1970,1971,1944,350.0,35.0,126.0,40.0,M,M,F,M
The Keep,Horror,1983,tt0085780,-5557697.636096051,4.3,nm0001277,nm0005212,nm0914491,nm0001638,1939,1939,1955,1941,55.0,120.0,44.0,92.0,M,M,F,M
The Last Lullaby,Drama,2008,tt0938706,0.0,4.5,nm0001744,nm0018734,nm0337042,nm0810488,1961,1973,\N,\N,180.0,172.0,38.0,76.0,M,F,F,M
Summer City,Drama,1977,tt0076780,0.0,4.0,nm0418877,nm0042748,nm0001950,nm0000154,1951,1955,1951,1956,63.0,8.0,186.0,69.0,M,M,M,M
The Fugitive,Drama,1947,tt0039402,0.0,4.5,nm0000020,nm0003123,nm0000784,nm0619798,1905,1904,1912,1896,203.0,54.0,107.0,135.0,M,F,M,M
Cannibal Girls,Other,1973,tt0069841,0.0,4.1,nm0506405,nm0551908,nm0880701,nm0139440,1946,1947,\N,\N,271.0,265.0,1.0,21.0,M,F,M,F
Three Men in a Boat,Other,1956,tt0049847,0.0,4.3,nm0002131,nm0250096,nm0866835,nm0247881,1928,1920,1917,1937,51.0,43.0,31.0,35.0,M,M,M,F
Victim,Drama,1961,tt0055597,0.0,4.8,nm0001958,nm0843401,nm0696866,nm0629458,1921,1934,1915,1902,64.0,112.0,85.0,43.0,M,F,M,M
New Moon,Other,1930,tt0021178,0.0,4.4,nm0862546,nm0601254,nm0579663,nm0950019,1896,1898,1890,1887,8.0,9.0,79.0,53.0,M,F,M,M
The Puppetoon Movie,Other,1987,tt0127745,0.0,4.7,nm0293659,nm0268428,nm0167029,nm0063710,1920,1919,1921,1927,907.0,642.0,95.0,121.0,M,M,M,M
Missionary Man,Action/Adventure,2007,tt0926110,-2283528.5753156315,4.2,nm0000185,nm0907922,nm1137837,nm0867004,1957,\N,\N,1967,89.0,4.0,11.0,30.0,M,F,F,M
Claudelle Inglish,Other,1961,tt0054752,11609286.614221303,4.7,nm0564223,nm0447913,nm0404298,nm0285576,1941,1914,1930,1923,45.0,76.0,79.0,971.0,F,M,M,F
Maid to Order,Other,1987,tt0093476,11609286.614221303,4.5,nm0000639,nm0000350,nm0648920,nm0674781,1962,1951,1946,1943,49.0,73.0,116.0,24.0,F,F,M,F
Traffic,Action/Adventure,2011,tt1821682,-596736.4798630741,4.9,nm0820208,nm0090283,nm1833175,nm0706721,1956,1976,\N,1967,82.0,89.0,3.0,51.0,M,M,M,M
Mission: Impossible,Drama,1996,tt0117060,11609286.614221303,4.9,nm0000129,nm0000685,nm0000322,nm0001089,1962,1938,1963,1959,48.0,74.0,56.0,114.0,M,M,F,M
The Lucky Ones,Drama,2008,tt0981072,0.0,4.6,nm1046097,nm0000209,nm0671567,nm0353243,1978,1958,1976,1961,48.0,67.0,55.0,115.0,F,M,M,F
Jack and the Witch,Other,1967,tt0062260,0.0,4.5,nm0620193,nm0475686,nm0961243,nm1263680,1934,\N,1933,1927,18.0,5.0,8.0,9.0,F,F,F,M
Cannon for Cordoba,Action/Adventure,1970,tt0065520,0.0,4.4,nm0000577,nm0707728,nm0885203,nm0240233,1928,1935,1916,1940,170.0,52.0,64.0,85.0,M,F,M,M
Yateem,Other,1988,tt0096477,0.0,4.5,nm0219971,nm2226774,nm0219939,nm0700869,1956,1968,1948,1932,90.0,29.0,53.0,74.0,M,F,M,M
Kalpana,Horror,2012,tt3178816,0.0,4.5,nm1962192,nm2843559,nm0474871,nm0820314,1967,1989,1960,\N,38.0,31.0,60.0,21.0,M,F,M,F
Perils of Nyoka,Action/Adventure,1942,tt0035181,0.0,4.7,nm0017731,nm0138194,nm0070827,nm0336790,1917,1914,1917,1917,9.0,181.0,24.0,26.0,F,M,M,F
Chess,Drama,2006,tt0842001,0.0,4.4,nm0226770,nm1418952,nm1066795,nm0896573,1968,1986,1951,1962,98.0,61.0,59.0,110.0,M,F,M,M
Amok,Other,1944,tt0036597,0.0,4.7,nm0299661,nm0812958,nm0408494,nm0274940,1914,1907,1914,1899,45.0,30.0,12.0,32.0,F,M,F,M
Stripped to Kill,Drama,1987,tt0094061,0.0,4.2,nm0001464,nm0263760,nm0001205,nm0436376,1953,1953,1924,\N,51.0,149.0,138.0,1.0,F,M,M,F
Agent trouble,Drama,1987,tt0092521,0.0,4.5,nm0000366,nm0092184,nm0637050,nm0491763,1943,1942,1959,1944,113.0,111.0,61.0,52.0,F,M,M,F
Sivagangai seemai,Other,1959,tt0323987,0.0,5.0,nm1182244,nm1066777,nm0080168,nm8373424,1928,\N,\N,\N,15.0,7.0,1.0,1.0,M,M,M,M
No Man's Land,Action/Adventure,2001,tt0283509,-1353237.3190897964,5.2,nm0229301,nm0084484,nm0816297,nm0796207,1962,1972,1966,1963,32.0,53.0,98.0,10.0,M,M,M,M
Fire Down Below,Action/Adventure,1957,tt0050397,11609286.614221303,4.6,nm0000028,nm0000053,nm0000493,nm0007042,1918,1917,1925,1917,44.0,160.0,100.0,95.0,F,M,M,M
Champion,Action/Adventure,2000,tt0270880,0.0,4.1,nm0219971,nm0760597,nm0463539,nm0222144,1956,\N,1970,1968,90.0,1.0,65.0,117.0,M,M,F,M
Primary Colors,Drama,1998,tt0119942,-18748855.224192016,4.3,nm0000237,nm0000668,nm0000870,nm0001306,1954,1959,1948,1931,76.0,57.0,150.0,478.0,M,F,F,M
Kitchen Party,Other,1997,tt0125319,0.0,4.5,nm0005454,nm0750353,nm0668362,nm0500543,1975,1976,\N,\N,138.0,65.0,42.0,1.0,M,M,M,F
Love Walked In,Drama,1997,tt0118727,0.0,4.3,nm0001459,nm0000654,nm0845209,nm0045937,1957,1938,1968,1954,279.0,77.0,127.0,188.0,M,M,F,M
Seniman Bujang Lapok,Other,1961,tt0278028,0.0,4.8,nm0708422,nm0766376,nm0787924,nm0993678,1929,1925,1929,1935,23.0,6.0,5.0,1.0,M,M,M,F
Beta,Other,1992,tt0101437,0.0,4.5,nm0438463,nm0002043,nm0045119,nm0073426,1956,1967,1946,1954,165.0,68.0,952.0,30.0,M,F,F,M
The Man Who Haunted Himself,Drama,1970,tt0066053,-3204227.8267825716,4.5,nm0000549,nm0624680,nm1034132,nm0533315,1927,1939,1962,\N,225.0,24.0,3.0,1.0,M,F,M,M
Joey Breaker,Other,1993,tt0107273,0.0,4.1,nm0002057,nm0549126,nm0284517,nm0454701,1954,1967,1948,\N,30.0,2.0,1.0,55.0,M,F,M,M
Dancer in the Dark,Other,2000,tt0168629,11609286.614221303,5.1,nm0001951,nm0000366,nm0001556,nm0001780,1965,1943,1953,1953,8.0,113.0,112.0,120.0,F,F,M,M
Drawing Flies,Other,1996,tt0116138,0.0,4.3,nm0005134,nm0401945,nm0582939,nm0496945,1970,1975,1974,1973,161.0,10.0,47.0,6.0,M,F,M,F
Doc Savage: The Man of Bronze,Action/Adventure,1975,tt0072886,0.0,4.3,nm0255935,nm0322339,nm0524747,nm0588969,1938,1939,1941,1931,69.0,27.0,37.0,4.0,M,M,M,M
Mercury Man,Drama,2006,tt0860462,-2348670.166590881,4.0,nm1505470,nm2043521,nm2387178,nm2384828,1972,\N,\N,\N,6.0,3.0,1.0,1.0,F,M,M,F
The Cockleshell Heroes,Other,1955,tt0049083,0.0,4.6,nm0001207,nm0002145,nm0116932,nm0000489,1912,1913,1923,1922,75.0,89.0,48.0,178.0,M,M,F,M
Daffy Rents,Other,1966,tt0060275,0.0,4.4,nm0000305,nm0327602,,,1908,1925,,,1938.0,19.0,,,M,M,,
Starsky & Hutch,Drama,2004,tt0335438,11609286.614221303,4.7,nm0001774,nm0005562,nm0004879,nm0000681,1965,1968,1971,1970,59.0,66.0,294.0,54.0,M,M,M,M
Lan Yu,Drama,2001,tt0292066,5144685.1289420165,4.8,nm1091782,nm0432425,nm5597264,nm1222856,1978,1968,\N,1982,31.0,35.0,3.0,9.0,M,M,F,M
Thinner,Horror,1996,tt0117894,11609286.614221303,4.6,nm0121559,nm0001505,nm0421087,nm0502342,1960,1947,1954,1981,34.0,413.0,13.0,210.0,M,M,F,F
The Last Supper,Drama,1976,tt0075363,0.0,4.8,nm0897721,nm0721166,nm0306308,nm0735911,1937,\N,1961,1935,24.0,2.0,62.0,9.0,M,M,M,M
The Escapist,Drama,2008,tt0961728,0.0,4.6,nm0004051,nm0507073,nm0001212,nm1179580,1946,1971,1970,1970,207.0,166.0,119.0,31.0,M,M,M,M
Artemisia,Drama,1997,tt0123385,0.0,4.6,nm0148982,nm0785664,nm0543547,nm0956956,1974,1928,1950,1961,49.0,116.0,172.0,74.0,F,M,M,M
This Is the Army,Other,1943,tt0036430,0.0,5.1,nm0614278,nm0504125,nm0864869,nm0002118,1902,1925,1901,1892,43.0,33.0,71.0,97.0,M,F,M,M
Winky's Horse,Other,2005,tt0447679,0.0,4.7,nm1836937,nm1555231,nm2733806,nm0213912,\N,\N,\N,1946,3.0,15.0,1.0,112.0,F,M,F,M
Nalaya Manithan,Other,1989,tt4168940,0.0,4.5,nm0023839,nm1126254,nm0417301,nm4987887,1968,1938,\N,\N,159.0,79.0,26.0,4.0,F,M,M,F
Rear Window,Drama,1954,tt0047396,11609286.614221303,5.2,nm0000071,nm0000038,nm0179819,nm0728812,1908,1929,1914,1902,117.0,33.0,93.0,21.0,M,F,M,F
Bewitched,Other,1945,tt0037539,0.0,4.4,nm0857187,nm0350324,nm0199822,nm0723935,1919,1877,1921,1902,41.0,67.0,3.0,112.0,F,M,M,M
Someday,Other,1935,tt0027024,0.0,4.4,nm0460874,nm0516994,nm0597075,nm0932916,1906,1916,1905,1905,30.0,43.0,10.0,5.0,M,F,M,F
I Passed for White,Drama,1960,tt0053933,0.0,4.5,nm0928507,nm0002082,nm0585250,nm0183572,1937,1934,1925,1907,4.0,127.0,8.0,1.0,F,M,F,F
The Living End,Drama,1992,tt0104745,1168499.2373737977,4.6,nm0246061,nm0319508,nm0277432,nm0001862,\N,1968,1961,1943,3.0,2.0,1.0,32.0,M,M,M,F
Vampires Suck,Other,2010,tt1666186,11609286.614221303,4.1,nm3834164,nm1782667,nm0046033,nm2861180,1987,1983,1966,1985,2.0,134.0,695.0,10.0,F,M,M,M
