Genre,Drama,Other,Family,Fiction,Action_Adventure,Horror,total
muska,0,0,1,0,0,0,1
moth,0,0,1,0,0,0,1
backstory,0,0,1,0,0,0,1
toel,0,0,1,0,0,0,1
pazu,0,0,1,0,0,0,1
woodland,0,0,1,0,0,0,1
ul,0,0,1,0,0,0,1
fading,0,0,1,0,0,0,1
calvero,0,0,1,0,0,0,1
ambrose,0,0,1,0,0,0,1
ration,1,0,0,0,0,0,1
comeback,0,0,1,0,0,0,1
world war i. 1914,0,0,1,0,0,0,1
limelight,0,0,1,0,0,0,1
romuska,0,0,1,0,0,0,1
pomme,0,0,1,0,0,0,1
babble,0,0,1,0,0,0,1
apotropaic,0,0,1,0,0,0,1
detochkin,0,0,1,0,0,0,1
yuri,0,0,1,0,0,0,1
resourcefullness,0,0,1,0,0,0,1
podberyozovikov,0,0,1,0,0,0,1
militsiya,0,0,1,0,0,0,1
cite,0,0,1,0,0,0,1
laputa,0,0,1,0,0,0,1
lusheeta,0,0,1,0,0,0,1
goliath,0,0,1,0,0,0,1
laputan,0,0,1,0,0,0,1
abductor,0,0,1,0,0,0,1
flaptors,0,0,1,0,0,0,1
verse,0,0,1,0,0,0,1
dola,0,0,1,0,0,0,1
sheeta,0,0,1,0,0,0,1
steal,0,0,1,0,0,0,1
vimukti,0,0,1,0,0,0,1
posture,0,0,1,0,0,0,1
jafar,0,0,1,0,0,0,1
enchantress,0,0,1,0,0,0,1
pandit,0,0,1,0,0,0,1
flutist,0,0,1,0,0,0,1
jyothirmayi,0,0,1,0,0,0,1
madhav,0,0,1,0,0,0,1
apte,0,0,1,0,0,0,1
wonders,0,0,1,0,0,0,1
iago,0,0,1,0,0,0,1
paramanandayya,0,0,1,0,0,0,1
rough,0,0,1,0,0,0,1
whomever,0,0,1,0,0,0,1
red army,1,0,0,0,0,0,1
aladdin,0,0,1,0,0,0,1
parrot,0,0,1,0,0,0,1
sorcerer,0,0,1,0,0,0,1
grand vizier,0,0,1,0,0,0,1
zwittau-brinnlitz,1,0,0,0,0,0,1
lumière,0,0,1,0,0,0,1
chip,0,0,1,0,0,0,1
west wing,0,0,1,0,0,0,1
daulatram,0,0,1,0,0,0,1
jignesh,0,0,1,0,0,0,1
motel king,0,0,1,0,0,0,1
chandram,0,0,1,0,0,0,1
madhavi,0,0,1,0,0,0,1
veerendra,0,0,1,0,0,0,1
donga,0,0,1,0,0,0,1
kindheartedness,0,0,1,0,0,0,1
gannayya,0,0,1,0,0,0,1
chiranjeevi,0,0,1,0,0,0,1
manchi,0,0,1,0,0,0,1
perfection,0,0,1,0,0,0,1
lumiere,0,0,1,0,0,0,1
potts,0,0,1,0,0,0,1
cogsworth,0,0,1,0,0,0,1
thievery,0,0,1,0,0,0,1
hourglass,0,0,1,0,0,0,1
agrabah,0,0,1,0,0,0,1
keerti,0,0,1,0,0,0,1
the royal court,0,0,1,0,0,0,1
rajah,0,0,1,0,0,0,1
aruna,0,0,1,0,0,0,1
maharajah,0,0,1,0,0,0,1
nandivardhana,0,0,1,0,0,0,1
rajamahal,0,0,1,0,0,0,1
shishiyas,0,0,1,0,0,0,1
indra,0,0,1,0,0,0,1
nandivardhana maharaju,0,0,1,0,0,0,1
divinity,0,0,1,0,0,0,1
undalu,0,0,1,0,0,0,1
shishyas,0,0,1,0,0,0,1
ranjani,0,0,1,0,0,0,1
girija,0,0,1,0,0,0,1
sainthood,0,0,1,0,0,0,1
vijayadurgam,0,0,1,0,0,0,1
kandy,0,0,1,0,0,0,1
pradeep,0,0,1,0,0,0,1
atapattu,0,0,1,0,0,0,1
bollywood,0,0,1,0,0,0,1
hijinks,0,0,1,0,0,0,1
vicissitude,0,0,1,0,0,0,1
citehttp://www.imdb.com/title/tt0157524/plotsummary,0,0,1,0,0,0,1
ranjeet,0,0,1,0,0,0,1
geeta,0,0,1,0,0,0,1
roopa,0,0,1,0,0,0,1
anitha,0,0,1,0,0,0,1
operation reinhard,1,0,0,0,0,0,1
marwari,0,0,1,0,0,0,1
d.j.,0,0,1,0,0,0,1
kobbekaduwa,0,0,1,0,0,0,1
pathirana,0,0,1,0,0,0,1
sarath,0,0,1,0,0,0,1
d.j. atapattu,0,0,1,0,0,0,1
neville,0,0,1,0,0,0,1
montoya,0,0,1,0,0,0,1
greenland,0,0,1,0,0,0,1
pilgrim,0,0,1,0,0,0,1
sankirtans,0,0,1,0,0,0,1
annamayya,0,0,1,0,0,0,1
sasirekha,1,0,0,0,0,0,1
goddess lakshmi,0,0,1,0,0,0,1
saluva,0,0,1,0,0,0,1
laddu,0,0,1,0,0,0,1
sanctum,0,0,1,0,0,0,1
akkalamma,0,0,1,0,0,0,1
fencer,0,0,1,0,0,0,1
workplace,0,0,1,0,0,0,1
meeny,0,0,1,0,0,0,1
ethelred,0,0,1,0,0,0,1
penrose,0,0,1,0,0,0,1
tit-bits,0,0,1,0,0,0,1
balaiah,1,0,0,0,0,0,1
charmer,0,0,1,0,0,0,1
venkateshwara,0,0,1,0,0,0,1
venkateswara,0,0,1,0,0,0,1
"the king, annamayya",0,0,1,0,0,0,1
kadapa district,0,0,1,0,0,0,1
"lord, annamayya",0,0,1,0,0,0,1
lakkavaamba,0,0,1,0,0,0,1
inclusion,0,0,1,0,0,0,1
encriptions,0,0,1,0,0,0,1
narashima,0,0,1,0,0,0,1
ramya,0,0,1,0,0,0,1
nandaka,0,0,1,0,0,0,1
annamacharya,0,0,1,0,0,0,1
kadapa,0,0,1,0,0,0,1
priests,0,0,1,0,0,0,1
prasadam,0,0,1,0,0,0,1
sringara,0,0,1,0,0,0,1
tallapaka,0,0,1,0,0,0,1
timakka,0,0,1,0,0,0,1
footwear,0,0,1,0,0,0,1
caviar,0,0,1,0,0,0,1
banking,0,0,1,0,0,0,1
market.{{cite,0,0,1,0,0,0,1
suffragette,0,0,1,0,0,0,1
sibella,0,0,1,0,0,0,1
nigger,0,0,1,0,0,0,1
ndash}}to,0,0,1,0,0,0,1
tit,0,0,1,0,0,0,1
eeny,0,0,1,0,0,0,1
d'ascoynes,0,0,1,0,0,0,1
draper,0,0,1,0,0,0,1
vault{{spaced,0,0,1,0,0,0,1
ascoyne,0,0,1,0,0,0,1
ndash}}is,0,0,1,0,0,0,1
extravagance,0,0,1,0,0,0,1
the hays office production code,0,0,1,0,0,0,1
kumara,1,0,0,0,0,0,1
hays,0,0,1,0,0,0,1
imprint,0,0,1,0,0,0,1
edwardian,0,0,1,0,0,0,1
leaflet,0,0,1,0,0,0,1
bits,0,0,1,0,0,0,1
boer,0,0,1,0,0,0,1
darkroom,0,0,1,0,0,0,1
dismissal,0,0,1,0,0,0,1
publication,0,0,1,0,0,0,1
duke of chalfont:,0,0,1,0,0,0,1
memoir,0,0,1,0,0,0,1
mazzini,0,0,1,0,0,0,1
reverend,0,0,1,0,0,0,1
d'ascoyne,0,0,1,0,0,0,1
miny,0,0,1,0,0,0,1
edwardian england,0,0,1,0,0,0,1
quandary,0,0,1,0,0,0,1
dukedom,0,0,1,0,0,0,1
horatio,0,0,1,0,0,0,1
berkeley,0,0,1,0,0,0,1
chalfont,0,0,1,0,0,0,1
tirumala venkateswara temple,0,0,1,0,0,0,1
sankeertan,0,0,1,0,0,0,1
tallapaka village,0,0,1,0,0,0,1
buttercup,0,0,1,0,0,0,1
guilder,0,0,1,0,0,0,1
the dread pirate roberts,0,0,1,0,0,0,1
dread,0,0,1,0,0,0,1
humperdinck,0,0,1,0,0,0,1
rugen,0,0,1,0,0,0,1
imprison,0,0,1,0,0,0,1
ghatotkacha,1,0,0,0,0,0,1
lingaiah,1,0,0,0,0,0,1
fezzik,0,0,1,0,0,0,1
simpleton,0,0,1,0,0,0,1
vidyapati,0,0,1,0,0,0,1
bindu,0,0,1,0,0,0,1
storyteller,0,0,1,0,0,0,1
norther,0,0,1,0,0,0,1
auburn,0,0,1,0,0,0,1
florin,0,0,1,0,0,0,1
fire swamp,0,0,1,0,0,0,1
barefoot,0,0,1,0,0,0,1
ghatothkacha,1,0,0,0,0,0,1
humperdinck tortures westley,0,0,1,0,0,0,1
greeting,0,0,1,0,0,0,1
cliffs,0,0,1,0,0,0,1
r.o.u.s.,0,0,1,0,0,0,1
arjuna,1,0,0,0,0,0,1
vizzini,0,0,1,0,0,0,1
unhappiness,0,0,1,0,0,0,1
complement,0,0,1,0,0,0,1
inigo,0,0,1,0,0,0,1
roberts,0,0,1,0,0,0,1
paralysis,0,0,1,0,0,0,1
pandavas,1,0,0,0,0,0,1
kauravas,1,0,0,0,0,0,1
spout,0,0,1,0,0,0,1
the cliffs of insanity,0,0,1,0,0,0,1
storytelling,0,0,1,0,0,0,1
joséphine,0,0,1,0,0,0,1
sringara sankeertan,0,0,1,0,0,0,1
kishore,0,0,1,0,0,0,1
suleiman,0,0,1,0,0,0,1
kaanya,0,0,1,0,0,0,1
babban,0,0,1,0,0,0,1
shivalkar,0,0,1,0,0,0,1
namdev,0,0,1,0,0,0,1
sideline,0,0,1,0,0,0,1
dedh,0,0,1,0,0,0,1
raghunath,0,0,1,0,0,0,1
pav,0,0,1,0,0,0,1
vaastav,0,0,1,0,0,0,1
kadam,0,0,1,0,0,0,1
vitthal,0,0,1,0,0,0,1
brahmins,0,0,1,0,0,0,1
tirumala,0,0,1,0,0,0,1
sanctorum,0,0,1,0,0,0,1
bhaji,0,0,1,0,0,0,1
footiya,0,0,1,0,0,0,1
trivia,0,0,1,0,0,0,1
suleman,0,0,1,0,0,0,1
the korean war,0,0,1,0,0,0,1
siamese,0,0,1,0,0,0,1
auburn university,0,0,1,0,0,0,1
ashton,0,0,1,0,0,0,1
amos,0,0,1,0,0,0,1
templeton,0,0,1,0,0,0,1
north korean,0,0,1,0,0,0,1
chauhan,0,0,1,0,0,0,1
bliss,0,0,1,0,0,0,1
forgiving,0,0,1,0,0,0,1
magnanimity,0,0,1,0,0,0,1
dhadkan,0,0,1,0,0,0,1
sensibility,0,0,1,0,0,0,1
sheetal,0,0,1,0,0,0,1
bandya,0,0,1,0,0,0,1
assures,0,0,1,0,0,0,1
using,0,0,1,0,0,0,1
illegaly,0,0,1,0,0,0,1
catholic poles,1,0,0,0,0,0,1
hitherto,0,0,1,0,0,0,1
gunda,0,0,1,0,0,0,1
jhappi,0,0,1,0,0,0,1
interacts,0,0,1,0,0,0,1
rustam,0,0,1,0,0,0,1
quotation,1,0,0,0,0,0,1
south asia,0,0,1,0,0,0,1
asthana,0,0,1,0,0,0,1
the night fury,0,0,1,0,0,0,1
charitable,0,0,1,0,0,0,1
ki,0,0,1,0,0,0,1
pavri,0,0,1,0,0,0,1
m.b.b.s.,0,0,1,0,0,0,1
regimen,0,0,1,0,0,0,1
miya,0,0,1,0,0,0,1
retirement &mdash,0,0,1,0,0,0,1
jeffrey,0,0,1,0,0,0,1
persian,0,0,1,0,0,0,1
dude,0,0,1,0,0,0,1
upbringing,0,0,1,0,0,0,1
porn,0,0,1,0,0,0,1
nymphomaniac,0,0,1,0,0,0,1
starlet,0,0,1,0,0,0,1
ringer,0,0,1,0,0,0,1
malibu,0,0,1,0,0,0,1
nihilist,0,0,1,0,0,0,1
underwear,0,0,1,0,0,0,1
embezzlement,0,0,1,0,0,0,1
sportscar,0,0,1,0,0,0,1
bowling,0,0,1,0,0,0,1
maude,0,0,1,0,0,0,1
treehorn,0,0,1,0,0,0,1
sellers,0,0,1,0,0,0,1
teammate,0,0,1,0,0,0,1
the big lebowski's,0,0,1,0,0,0,1
munna,0,0,1,0,0,0,1
chinki,0,0,1,0,0,0,1
emphasis,0,0,1,0,0,0,1
neglect,0,0,1,0,0,0,1
giganticus,0,0,1,0,0,0,1
astrid,0,0,1,0,0,0,1
dragons,0,0,1,0,0,0,1
glade,0,0,1,0,0,0,1
gobber,0,0,1,0,0,0,1
stoick,0,0,1,0,0,0,1
toothless,0,0,1,0,0,0,1
monstrous,0,0,1,0,0,0,1
berk,0,0,1,0,0,0,1
vikings,0,0,1,0,0,0,1
hiccup,0,0,1,0,0,0,1
judenrat,1,0,0,0,0,0,1
a monstrous nightmare,0,0,1,0,0,0,1
schindler,1,0,0,0,0,0,1
neeson,1,0,0,0,0,0,1
pupil,0,0,1,0,0,0,1
andergast,0,0,1,0,0,0,1
cartesian,0,0,1,0,0,0,1
charlotte andergast,0,0,1,0,0,0,1
tidings,0,0,1,0,0,0,1
bachhon,0,0,1,0,0,0,1
the imperial institute of medical sciences,0,0,1,0,0,0,1
munnabhai,0,0,1,0,0,0,1
ashthana,0,0,1,0,0,0,1
sciences,0,0,1,0,0,0,1
faux,0,0,1,0,0,0,1
reinhard,1,0,0,0,0,0,1
asia,0,0,1,0,0,0,1
humiliates,0,0,1,0,0,0,1
the medical college &mdash,0,0,1,0,0,0,1
biwi,0,0,1,0,0,0,1
murli,0,0,1,0,0,0,1
krakow,1,0,0,0,0,0,1
viktor,0,0,1,0,0,0,1
the big lebowski,0,0,1,0,0,0,1
lebowski,0,0,1,0,0,0,1
the persian gulf war,0,0,1,0,0,0,1
scarefloor,0,0,1,0,0,0,1
dakshin,0,0,1,0,0,0,1
vasanta,0,0,1,0,0,0,1
nymph,0,0,1,0,0,0,1
naughty,0,0,1,0,0,0,1
immortality,0,0,1,0,0,0,1
brahmananda,0,0,1,0,0,0,1
mattepa,0,0,1,0,0,0,1
swayamvara,0,0,1,0,0,0,1
kotala,0,0,1,0,0,0,1
bhairavudu,0,0,1,0,0,0,1
vasudhara,0,0,1,0,0,0,1
the bhairava dweepa,0,0,1,0,0,0,1
chandraprabha dynasty,0,0,1,0,0,0,1
sata,0,0,1,0,0,0,1
handsomeness,0,0,1,0,0,0,1
moravia,1,0,0,0,0,0,1
chameleon,0,0,1,0,0,0,1
hurdes,0,0,1,0,0,0,1
scarers,0,0,1,0,0,0,1
goeth,1,0,0,0,0,0,1
hillbilly,0,0,1,0,0,0,1
months,0,0,1,0,0,0,1
the scream extractor,0,0,1,0,0,0,1
the children detection agency,0,0,1,0,0,0,1
monstropolis,0,0,1,0,0,0,1
wazowski,0,0,1,0,0,0,1
dragoon,1,0,0,0,0,0,1
kit,1,0,0,0,0,0,1
workload,0,0,1,0,0,0,1
nazi party,1,0,0,0,0,0,1
boggs,0,0,1,0,0,0,1
cda,0,0,1,0,0,0,1
kingsley,1,0,0,0,0,0,1
roz,0,0,1,0,0,0,1
sudhakar,0,0,1,0,0,0,1
kartikeya dynasty,0,0,1,0,0,0,1
instigation,0,0,1,0,0,0,1
kshudra,0,0,1,0,0,0,1
mattepa sastri,0,0,1,0,0,0,1
lilliputs,0,0,1,0,0,0,1
plead,0,0,1,0,0,0,1
tuumburadeva,0,0,1,0,0,0,1
uttar,0,0,1,0,0,0,1
jamadagni,0,0,1,0,0,0,1
loka,0,0,1,0,0,0,1
thence,0,0,1,0,0,0,1
vanam,0,0,1,0,0,0,1
sculpture,0,0,1,0,0,0,1
padmani,0,0,1,0,0,0,1
subhaleka,0,0,1,0,0,0,1
the island of bhairava,0,0,1,0,0,0,1
ashram,0,0,1,0,0,0,1
kartikeya,0,0,1,0,0,0,1
bhairva,0,0,1,0,0,0,1
jayachandra,0,0,1,0,0,0,1
lilliput,0,0,1,0,0,0,1
yakshini,0,0,1,0,0,0,1
the chandraprabha dynasty,0,0,1,0,0,0,1
giri,0,0,1,0,0,0,1
chandraprabha,0,0,1,0,0,0,1
kona,0,0,1,0,0,0,1
hermitage,0,0,1,0,0,0,1
cot,0,0,1,0,0,0,1
sastri,0,0,1,0,0,0,1
dweepa,0,0,1,0,0,0,1
jamadagni ashram vijay,0,0,1,0,0,0,1
bhairava,0,0,1,0,0,0,1
kshudrapuja,0,0,1,0,0,0,1
sorcery,0,0,1,0,0,0,1
cyclone,0,0,1,0,0,0,1
kondanna,0,0,1,0,0,0,1
jamadagni ashram,0,0,1,0,0,0,1
seadragonus,0,0,1,0,0,0,1
vast,0,0,1,0,0,0,1
raheel,0,0,1,0,0,0,1
afrodita,0,0,1,0,0,0,1
dadan,0,0,1,0,0,0,1
itzhak,1,0,0,0,0,0,1
diarrhea,0,0,1,0,0,0,1
bulgaria,0,0,1,0,0,0,1
harem,0,0,1,0,0,0,1
outhouse,0,0,1,0,0,0,1
matko,0,0,1,0,0,0,1
catering,0,0,1,0,0,0,1
lajjo,0,0,1,0,0,0,1
fistful,0,0,1,0,0,0,1
grga,0,0,1,0,0,0,1
bulgarian,0,0,1,0,0,0,1
destanov,0,0,1,0,0,0,1
pingalan,0,0,1,0,0,0,1
veerabagu,0,0,1,0,0,0,1
alikes,0,0,1,0,0,0,1
juggle,0,0,1,0,0,0,1
accordion,0,0,1,0,0,0,1
peg,0,0,1,0,0,0,1
the danube river,0,0,1,0,0,0,1
politeness,0,0,1,0,0,0,1
parvathy,0,0,1,0,0,0,1
sumathi,0,0,1,0,0,0,1
bangle,0,0,1,0,0,0,1
doer,0,0,1,0,0,0,1
zarije destanov,0,0,1,0,0,0,1
zarije,0,0,1,0,0,0,1
zare,0,0,1,0,0,0,1
sujka,0,0,1,0,0,0,1
barmaid,0,0,1,0,0,0,1
riverboat,0,0,1,0,0,0,1
pitić,0,0,1,0,0,0,1
roma,0,0,1,0,0,0,1
veliki,0,0,1,0,0,0,1
slate,0,0,1,0,0,0,1
karmegam,0,0,1,0,0,0,1
reform,0,0,1,0,0,0,1
protester,0,0,1,0,0,0,1
namelessons,0,0,1,0,0,0,1
kony,0,0,1,0,0,0,1
stigma,0,0,1,0,0,0,1
kony|urlhttp://www.pragoti.in/|accessdate=11,0,0,1,0,0,0,1
bengal,0,0,1,0,0,0,1
khidda,0,0,1,0,0,0,1
bengal swimming,0,0,1,0,0,0,1
the national swimming championship,0,0,1,0,0,0,1
aayushi,0,0,1,0,0,0,1
dafol,0,0,1,0,0,0,1
bachu,0,0,1,0,0,0,1
kaivan,0,0,1,0,0,0,1
ishwar,0,0,1,0,0,0,1
chainani,0,0,1,0,0,0,1
harish,0,0,1,0,0,0,1
sponsorship,0,0,1,0,0,0,1
roadblock,0,0,1,0,0,0,1
naganathapuram,0,0,1,0,0,0,1
ratnapuri,0,0,1,0,0,0,1
marthandan,0,0,1,0,0,0,1
monarchy,0,0,1,0,0,0,1
uplift,0,0,1,0,0,0,1
ancestry,0,0,1,0,0,0,1
erstwhile,0,0,1,0,0,0,1
bhoopathi,0,0,1,0,0,0,1
veerangan,0,0,1,0,0,0,1
monarchist,0,0,1,0,0,0,1
manohari,0,0,1,0,0,0,1
the imperial council,0,0,1,0,0,0,1
upheaval,0,0,1,0,0,0,1
rescuing,0,0,1,0,0,0,1
madana,0,0,1,0,0,0,1
proclamation,0,0,1,0,0,0,1
persuade,0,0,1,0,0,0,1
swoon,0,0,1,0,0,0,1
installment,0,0,1,0,0,0,1
fuss,0,0,1,0,0,0,1
headmaster,0,0,1,0,0,0,1
chutki,0,0,1,0,0,0,1
ajit,0,0,1,0,0,0,1
baldev,0,0,1,0,0,0,1
taji,0,0,1,0,0,0,1
brooch,0,0,1,0,0,0,1
savak,0,0,1,0,0,0,1
reza,0,0,1,0,0,0,1
satrapi,0,0,1,0,0,0,1
shah,0,0,1,0,0,0,1
markus,0,0,1,0,0,0,1
forum,0,0,1,0,0,0,1
marji,0,0,1,0,0,0,1
paris-orly airport,0,0,1,0,0,0,1
dissident,0,0,1,0,0,0,1
zwittau,1,0,0,0,0,0,1
anoush,0,0,1,0,0,0,1
news&nbsp,0,0,1,0,0,0,1
parenting,0,0,1,0,0,0,1
die,0,0,1,0,0,0,1
friends&nbsp,0,0,1,0,0,0,1
simran&nbsp,0,0,1,0,0,0,1
ago&nbsp,0,0,1,0,0,0,1
karva chaud,0,0,1,0,0,0,1
charming,0,0,1,0,0,0,1
eurorail,0,0,1,0,0,0,1
karva,0,0,1,0,0,0,1
eurail,0,0,1,0,0,0,1
chaud,0,0,1,0,0,0,1
journey&nbsp,0,0,1,0,0,0,1
irritation,0,0,1,0,0,0,1
kuljeet,0,0,1,0,0,0,1
arragonce,0,0,1,0,0,0,1
marketer,1,0,0,0,0,0,1
raj&nbsp,0,0,1,0,0,0,1
away&nbsp,0,0,1,0,0,0,1
fundamentalists,0,0,1,0,0,0,1
talmudic,1,0,0,0,0,0,1
bama,0,0,1,0,0,0,1
khamenei,0,0,1,0,0,0,1
sexist,0,0,1,0,0,0,1
islamic,0,0,1,0,0,0,1
alikhan,0,0,1,0,0,0,1
mansoor,0,0,1,0,0,0,1
gouthami,0,0,1,0,0,0,1
yuvarani,0,0,1,0,0,0,1
headman,0,0,1,0,0,0,1
maheswaran,0,0,1,0,0,0,1
stuff,0,0,1,0,0,0,1
16th,0,0,1,0,0,0,1
ethiraj,0,0,1,0,0,0,1
maheshwaran,0,0,1,0,0,0,1
sofa,0,0,1,0,0,0,1
bother,0,0,1,0,0,0,1
seetha,0,0,1,0,0,0,1
poles,1,0,0,0,0,0,1
emulator,0,0,1,0,0,0,1
herr,1,0,0,0,0,0,1
khomeini,0,0,1,0,0,0,1
marjane,0,0,1,0,0,0,1
celebrates,0,0,1,0,0,0,1
fine,0,0,1,0,0,0,1
płaszów,1,0,0,0,0,0,1
nationality,0,0,1,0,0,0,1
communists,0,0,1,0,0,0,1
iranian,0,0,1,0,0,0,1
schloss,0,0,1,0,0,0,1
debonair,0,0,1,0,0,0,1
azerbaijan people's government,0,0,1,0,0,0,1
scrutiny,0,0,1,0,0,0,1
brinnlitz,1,0,0,0,0,0,1
lycée,0,0,1,0,0,0,1
ak-47,0,0,1,0,0,0,1
sabbath,1,0,0,0,0,0,1
duh,0,0,1,0,0,0,1
torment,0,0,1,0,0,0,1
sulley defeat randall,0,0,1,0,0,0,1
bebop;,0,0,0,1,0,0,1
eliot,0,0,0,1,0,0,1
counterweight,0,0,0,1,0,0,1
schaefer,0,0,0,1,0,0,1
mystifies,0,0,0,1,0,0,1
pitch,0,0,0,1,0,0,1
jorge,0,0,0,1,0,0,1
consigliere,1,0,0,0,0,0,1
pathogen,0,0,0,1,0,0,1
shep,0,0,0,1,0,0,1
electra,0,0,0,1,0,0,1
bebop,0,0,0,1,0,0,1
faye,0,0,0,1,0,0,1
volaju,0,0,0,1,0,0,1
woolong,0,0,0,1,0,0,1
ein,0,0,0,1,0,0,1
crusade,0,0,0,1,0,0,1
blain,0,0,0,1,0,0,1
sends,0,0,0,1,0,0,1
army special forces,0,0,0,1,0,0,1
weaponry,0,0,0,1,0,0,1
soccer,0,0,0,1,0,0,1
darkwood,0,0,0,1,0,0,1
octave,0,0,0,1,0,0,1
daft,0,0,0,1,0,0,1
daft club,0,0,0,1,0,0,1
the crescendolls,0,0,0,1,0,0,1
veridis,0,0,0,1,0,0,1
darkwood manor,0,0,0,1,0,0,1
vinyl,0,0,0,1,0,0,1
stun,0,0,0,1,0,0,1
crescendolls,0,0,0,1,0,0,1
jettisons,0,0,0,1,0,0,1
sole,0,0,0,1,0,0,1
imaging,0,0,0,1,0,0,1
dillon,0,0,0,1,0,0,1
biologist,0,0,0,1,0,0,1
harvard,0,0,0,1,0,0,1
pun,0,0,0,1,0,0,1
changer,0,0,0,1,0,0,1
epa,0,0,0,1,0,0,1
stantz,0,0,0,1,0,0,1
egon,0,0,0,1,0,0,1
marshmallow,0,0,0,1,0,0,1
proton,0,0,0,1,0,0,1
vinz,0,0,0,1,0,0,1
columbia university,0,0,0,1,0,0,1
spengler,0,0,0,1,0,0,1
exterminator,0,0,0,1,0,0,1
gozer,0,0,0,1,0,0,1
zeddemore,0,0,0,1,0,0,1
gateway,0,0,0,1,0,0,1
barrett,0,0,0,1,0,0,1
goo,0,0,0,1,0,0,1
keymaster,0,0,0,1,0,0,1
demigod,0,0,0,1,0,0,1
dana,0,0,0,1,0,0,1
paley,0,0,0,1,0,0,1
tully,0,0,0,1,0,0,1
partee,0,0,0,1,0,0,1
babylonian,0,0,0,1,0,0,1
anthropologist,0,0,0,1,0,0,1
gautama,0,0,0,1,0,0,1
hypothetical,0,0,0,1,0,0,1
oldman,0,0,0,1,0,0,1
chemistry,0,0,0,1,0,0,1
prehistory,0,0,0,1,0,0,1
hammurabi,0,0,0,1,0,0,1
gogh,0,0,0,1,0,0,1
tattaglias,1,0,0,0,0,0,1
ashen,0,0,0,1,0,0,1
world war i.,0,0,0,1,0,0,1
dana/zuul's,0,0,0,1,0,0,1
shandor,0,0,0,1,0,0,1
remix,0,0,0,1,0,0,1
wormhole,0,0,0,1,0,0,1
rolling,0,0,1,0,0,0,1
robau,0,0,0,1,0,0,1
starfleet academy,0,0,0,1,0,0,1
"sarek, spock",0,0,0,1,0,0,1
|titlecargill,0,0,0,1,0,0,1
christening,1,0,0,0,0,0,1
ref,0,0,0,1,0,0,1
drilling,0,0,0,1,0,0,1
kelvins,0,0,0,1,0,0,1
perimeter,0,0,0,1,0,0,1
baryl,0,0,0,1,0,0,1
grayson,0,0,0,1,0,0,1
|first2009,0,0,0,1,0,0,1
romulus,0,0,0,1,0,0,1
cease,0,0,0,1,0,0,1
namehttp://blogs.discovermagazine.com/badastronomy/2009/05/08/ba-review-star-trek,0,0,0,1,0,0,1
sarek,0,0,0,1,0,0,1
kirk and spock,0,0,0,1,0,0,1
telekinesis,0,0,0,1,0,0,1
gertie,0,0,0,1,0,0,1
keys,0,0,0,1,0,0,1
pieces,0,0,0,1,0,0,1
sway,1,0,0,0,0,0,1
dowser,0,0,0,1,0,0,1
layton,0,0,0,1,0,0,1
spoor,0,0,0,1,0,0,1
duct,0,0,0,1,0,0,1
admirer,0,0,0,1,0,0,1
buttles,0,0,0,1,0,0,1
jaffe,0,0,0,1,0,0,1
brazil,0,0,0,1,0,0,1
e.t.,0,0,0,1,0,0,1
dissection,0,0,0,1,0,0,1
quiet,0,0,0,1,0,0,1
toolshed,0,0,0,1,0,0,1
speak & spell,0,0,0,1,0,0,1
o'hara,0,0,0,1,0,0,1
=,0,0,0,1,0,0,1
kobayashi maru,0,0,0,1,0,0,1
publishing|accessdate,0,0,0,1,0,0,1
vulcans,0,0,0,1,0,0,1
conspire,0,0,0,1,0,0,1
waldman,0,0,0,1,0,0,1
operating,0,0,0,1,0,0,1
moritz,0,0,0,1,0,0,1
lavenza,0,0,0,1,0,0,1
searcher,0,0,0,1,0,0,1
vane,0,0,0,1,0,0,1
enforcer,1,0,0,0,0,0,1
censorship,0,0,0,1,0,0,1
boles,0,0,0,1,0,0,1
arpegius,0,0,0,1,0,0,1
daft punk,0,0,0,1,0,0,1
matsumoto,0,0,0,1,0,0,1
marketing,0,0,0,1,0,0,1
aerodynamic,0,0,0,1,0,0,1
crackling,0,0,0,1,0,0,1
|titleplait,0,0,0,1,0,0,1
amanda,0,0,0,1,0,0,1
08|workkalmbach,0,0,0,1,0,0,1
narada{{'}}s,0,0,0,1,0,0,1
vulcan science academy,0,0,0,1,0,0,1
kelvin{{'}}s,0,0,0,1,0,0,1
winona,0,0,0,1,0,0,1
namehttp://www.cnn.com/2009/showbiz/movies/05/08/the.scene.star.trek/index.html#cnnstctext,0,0,0,1,0,0,1
romulan,0,0,0,1,0,0,1
personnel,0,0,0,1,0,0,1
shuttlecraft,0,0,0,1,0,0,1
rear admiral,0,0,0,1,0,0,1
nero,0,0,0,1,0,0,1
maru,0,0,0,1,0,0,1
families,1,0,0,0,0,0,1
ayel,0,0,0,1,0,0,1
stardate,0,0,0,1,0,0,1
kobayashi,0,0,0,1,0,0,1
ivo,0,0,0,1,0,0,1
gozerian,0,0,0,1,0,0,1
puft,0,0,0,1,0,0,1
carew,0,0,0,1,0,0,1
hobson,0,0,0,1,0,0,1
jekyll.,0,0,0,1,0,0,1
muriel,0,0,0,1,0,0,1
poole,0,0,0,1,0,0,1
jekyll,0,0,0,1,0,0,1
danvers,0,0,0,1,0,0,1
"muriel, jekyll",0,0,0,1,0,0,1
lanyon,0,0,0,1,0,0,1
