Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Sky Captain and the World of Tomorrow,Drama,2004,tt0346156,-15091919.971559163,4.2,nm0000569,nm0000179,nm0001401,nm0000610,1972,1972,1975,1974,39.0,102.0,53.0,113.0,F,M,F,M
The Klansman,Drama,1974,tt0071721,-24005695.45377725,3.8,nm0001511,nm0000009,nm0593192,nm0001740,1924,1925,1918,1947,166.0,107.0,203.0,19.0,M,M,M,M
The Haunting,Drama,1963,tt0057129,0.0,4.7,nm0364915,nm0001954,nm0426062,nm0848560,1925,1931,1927,1934,156.0,94.0,67.0,24.0,F,F,M,M
No Time for Comedy,Drama,1940,tt0032846,0.0,4.5,nm0751426,nm0000071,nm0864931,nm0749476,1907,1908,1899,1886,45.0,117.0,27.0,408.0,F,M,F,M
Bully,Drama,2001,tt0242193,642838.9666669803,4.7,nm0000605,nm0001763,nm0005313,nm0001540,1982,1979,1980,1980,17.0,48.0,14.0,21.0,M,M,F,F
Courage Mountain,Drama,1990,tt0097115,2525042.841214363,4.4,nm0146258,nm0000221,nm8470202,nm0822974,1975,1965,\N,1974,10.0,371.0,2.0,25.0,F,M,F,F
American Buffalo,Drama,1996,tt0115530,953969.021908405,4.4,nm0000163,nm0001240,nm0625735,,1937,1944,1980,,72.0,294.0,19.0,,M,M,M,
The Grifters,Drama,1990,tt0099703,11609286.614221303,4.8,nm0001378,nm0000131,nm0000906,nm0613197,1951,1966,1958,1952,47.0,79.0,45.0,3.0,F,M,F,M
Blood Alley,Drama,1955,tt0047889,11609286.614221303,4.7,nm0000078,nm0000002,nm0280707,nm0453543,1907,1924,1901,\N,133.0,55.0,196.0,1.0,M,F,M,F
Rainbow Song,Drama,2006,tt0804513,0.0,4.7,nm1130046,nm1392075,nm1066974,nm1239866,1987,1986,1985,1980,61.0,39.0,53.0,37.0,M,F,F,F
Lost Angel,Drama,1943,tt0036120,0.0,4.7,nm0639684,nm0185883,nm0402554,nm0580882,1937,1912,1917,1886,40.0,50.0,67.0,7.0,F,M,F,M
"Liane, Jungle Goddess",Drama,1956,tt0049437,0.0,4.2,nm0584172,nm0473228,nm0303350,nm0608225,1940,1928,1931,1912,10.0,60.0,11.0,21.0,F,M,F,M
Mataharis,Drama,2007,tt0780565,0.0,4.6,nm0632385,nm0880554,nm0904808,nm0554614,1972,1970,1979,1974,58.0,117.0,66.0,117.0,F,M,F,M
Khel Khel Mein,Drama,1975,tt0073236,0.0,4.7,nm0438501,nm0802183,nm0004363,nm0407002,1952,1958,1949,1920,99.0,32.0,39.0,26.0,M,F,M,M
Sweet Land,Drama,2005,tt0428038,2060771.410283764,4.7,nm0714147,nm0809135,nm1738176,nm1767401,1975,1930,1981,\N,50.0,46.0,48.0,1.0,F,F,M,M
Tigerland,Drama,2000,tt0170691,-13555699.872663569,4.4,nm0268199,nm0205127,nm0004286,nm0347509,1976,1978,1970,1981,71.0,50.0,61.0,29.0,M,M,M,M
Quiet City,Drama,2007,tt0914382,14757.30341797727,4.5,nm1469454,nm2483310,nm2468500,nm1846132,\N,\N,\N,1981,1.0,5.0,1.0,33.0,F,M,F,M
The Railway Man,Drama,2013,tt2058107,-18292000.135933477,4.4,nm0000147,nm0000173,nm0001745,nm3528539,1960,1967,1951,1990,85.0,135.0,99.0,29.0,M,F,M,M
Turtle Beach,Drama,1992,tt0103141,1313510.3326939067,4.2,nm0000627,nm0001040,nm0860233,nm0539562,1960,1961,1940,1952,75.0,76.0,106.0,58.0,F,F,M,M
Tess of the d'Urbervilles,Drama,1924,tt0015394,0.0,4.2,nm0842239,nm0619261,nm0392059,nm0269493,1896,1897,1884,1860,29.0,90.0,51.0,41.0,F,M,M,M
The House of Usher,Drama,2006,tt0455537,-152663.56082840727,4.0,nm0629538,nm0005232,nm0335275,nm1915869,1980,1981,\N,\N,74.0,16.0,94.0,1.0,M,F,F,M
Deathtrap,Drama,1982,tt0083806,0.0,4.7,nm0000323,nm0001659,nm0001007,nm0941683,1933,1952,1937,1916,118.0,40.0,64.0,14.0,M,M,F,F
Secret of the Cave,Drama,2006,tt0871016,0.0,4.2,nm1398776,nm0000920,nm1700769,nm2401179,\N,1951,\N,\N,20.0,111.0,3.0,1.0,M,M,M,M
Calendar,Drama,2009,tt1447777,0.0,4.0,nm0906226,nm1398736,nm1335387,nm0611481,1959,1985,1982,\N,48.0,24.0,101.0,364.0,F,F,M,M
Donnie Brasco,Drama,1997,tt0119008,-51619348.977260925,3.9,nm0000199,nm0000136,nm0000514,nm0456124,1940,1963,1957,1949,63.0,247.0,224.0,22.0,M,M,M,M
Childhood Days,Drama,1990,tt0175527,0.0,4.7,nm0297844,nm0394710,nm1307110,nm1305457,\N,\N,\N,\N,3.0,1.0,1.0,1.0,M,M,M,M
Purple Rain,Drama,1984,tt0087957,11609286.614221303,5.2,nm0002239,nm0467664,nm0206528,nm0439466,1958,1959,1957,1945,10.0,5.0,6.0,21.0,M,F,M,F
Prospero's Books,Drama,1991,tt0102722,-3021308.570182953,4.6,nm0000024,nm0996174,nm0003508,nm0430746,1904,1962,1952,1923,103.0,3.0,53.0,60.0,M,M,M,M
Sethurama Iyer CBI,Drama,2004,tt0393724,0.0,4.7,nm0007123,nm0611481,nm0415549,nm1388202,1951,\N,1951,1962,264.0,364.0,129.0,116.0,M,M,M,M
All Over the Town,Drama,1949,tt0041111,0.0,4.6,nm0941076,nm0161468,nm0159258,nm0010580,1905,1914,1910,1896,19.0,32.0,84.0,19.0,M,F,M,M
Captain America,Drama,1990,tt0103923,-18118719.30607819,3.5,nm0758413,nm0001074,nm0000885,nm0569000,1960,1938,1937,1922,6.0,105.0,103.0,223.0,M,M,M,M
Mind the Gap,Drama,2007,tt0959342,-685058.5725946894,4.3,nm0944192,nm2331273,nm0007773,nm2549779,1980,1981,1954,\N,60.0,37.0,4.0,2.0,F,F,M,F
Arctic Blue,Drama,1993,tt0106303,0.0,4.2,nm0000442,nm0909620,nm0452748,nm0193850,1944,1963,1970,\N,153.0,207.0,25.0,8.0,M,M,F,M
The Wicked Lady,Drama,1983,tt0086582,1723020.964364123,4.2,nm0001159,nm0000869,nm0000024,nm0001186,1941,1934,1904,1922,67.0,77.0,103.0,127.0,F,M,M,M
The Crowd Roars,Drama,1932,tt0022792,0.0,4.5,nm0000010,nm0000951,nm0245304,nm0511599,1899,1906,1911,1909,61.0,100.0,48.0,29.0,M,F,F,M
The Housemaid,Drama,2010,tt1314652,11609286.614221303,4.7,nm0161133,nm0497631,nm0950926,nm3207873,1973,1972,1947,1985,20.0,35.0,16.0,15.0,F,M,F,F
Till Human Voices Wake Us,Drama,2002,tt0240980,0.0,4.5,nm0001602,nm0000307,nm0193217,nm0302314,1967,1966,1943,1943,94.0,104.0,16.0,18.0,M,F,M,M
Goya's Ghosts,Drama,2006,tt0455957,-58716754.164772026,3.6,nm0000849,nm0000204,nm0001745,nm0001642,1969,1981,1951,1950,48.0,52.0,99.0,107.0,M,F,M,M
Naan Avanillai,Drama,2007,tt2032505,0.0,4.3,nm1420541,nm0998044,nm1532511,nm1701861,\N,1981,1981,\N,4.0,49.0,24.0,6.0,M,F,F,F
Return,Drama,2011,tt1677082,0.0,4.5,nm0004802,nm0788335,nm0805476,nm0051104,1975,1974,1962,\N,228.0,129.0,41.0,59.0,F,M,M,F
Green Lantern,Drama,2011,tt1133985,11609286.614221303,4.5,nm0005351,nm0515116,nm0765597,nm0835016,1976,1987,1971,1963,199.0,142.0,67.0,124.0,M,F,M,M
Black Book,Drama,2006,tt0389557,6774225.9110999955,4.9,nm0396924,nm0462407,nm0389109,nm0717603,1976,1962,1957,1975,48.0,72.0,58.0,49.0,F,M,M,F
Love Camp 7,Drama,1969,tt0063242,0.0,4.0,nm0187563,nm0128334,nm0931033,nm0299457,1936,\N,\N,1930,5.0,6.0,6.0,4.0,M,F,F,M
The Burglar,Drama,1957,tt0049035,-758454.6425393057,4.6,nm0002053,nm0543790,nm0896015,nm0135044,1907,1933,1925,1912,112.0,23.0,20.0,32.0,M,F,F,M
House of 9,Drama,2005,tt0395585,-7273310.859825049,4.2,nm0111639,nm0000454,nm0320762,nm0910180,1979,1936,1955,1982,23.0,170.0,105.0,94.0,F,M,M,M
Dahmer,Drama,2002,tt0285728,-139497.6499087329,4.4,nm0719637,nm0001117,nm0907539,nm0998480,1971,1946,\N,1977,67.0,205.0,5.0,6.0,M,M,M,M
Storm,Drama,2005,tt0446476,0.0,4.4,nm0259144,nm0753982,nm0439642,nm0257702,1974,1973,1971,1975,47.0,117.0,104.0,32.0,M,F,M,F
The Don Is Dead,Drama,1973,tt0069989,0.0,4.5,nm0000063,nm0002078,nm0001233,nm0504803,1915,1936,1941,1928,117.0,56.0,87.0,7.0,M,M,M,M
A Thousand Words,Drama,2012,tt0763831,-20045943.323402513,4.0,nm0000552,nm0193295,nm0913488,nm0241173,1961,1968,1977,\N,84.0,69.0,154.0,139.0,M,M,F,M
Assassination,Drama,1987,tt0092585,11609286.614221303,4.5,nm0000314,nm0409866,nm0254634,nm0101794,1921,1936,1918,\N,126.0,45.0,79.0,3.0,M,F,M,F
Living in Oblivion,Drama,1995,tt0113677,-776778.4097123482,4.8,nm0000114,nm0001416,nm0000551,nm0903272,1957,1959,1963,1965,136.0,64.0,132.0,8.0,M,F,M,F
Dante's Peak,Drama,1997,tt0118928,-171081270.8960648,1.4,nm0000112,nm0000157,nm0808603,nm0284158,1953,1956,1987,\N,213.0,94.0,26.0,16.0,M,F,F,M
The Hills Have Eyes,Drama,2006,tt0454841,11609286.614221303,4.7,nm0505971,nm0000599,nm0126004,nm0211087,1957,1954,1985,1981,166.0,114.0,142.0,111.0,M,F,M,F
Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,Drama,2002,tt0356933,0.0,3.8,nm1335387,nm1690484,nm0695266,nm2463721,1982,\N,1945,\N,101.0,4.0,24.0,1.0,M,F,M,F
Office Killer,Drama,1997,tt0119819,0.0,4.2,nm0734972,nm0109340,nm0539008,nm0001406,\N,\N,\N,1952,2.0,5.0,4.0,127.0,F,M,M,F
Nijinsky,Drama,1980,tt0081235,0.0,4.6,nm0000869,nm0209340,nm0115038,nm0045996,1934,1955,1957,1923,77.0,3.0,4.0,47.0,M,M,F,M
Flesh Feast,Drama,1970,tt0065727,0.0,3.7,nm0000043,nm0679909,nm1223851,nm0450122,1922,\N,\N,1930,23.0,1.0,1.0,1.0,F,M,M,M
On War,Drama,2008,tt1064861,0.0,4.4,nm0023832,nm0000782,nm0220016,nm1202905,1965,1975,1971,1979,106.0,55.0,27.0,67.0,M,F,M,F
A Slipping-Down Life,Drama,1999,tt0162662,152208.95520836458,4.5,nm0000666,nm0001602,nm0355659,nm0101005,1967,1967,1935,1938,89.0,94.0,32.0,57.0,F,M,F,M
The Silver Chalice,Drama,1954,tt0047494,-11462086.28181254,3.9,nm0562920,nm0000765,nm0001588,nm0000056,1920,1932,1919,1925,44.0,28.0,121.0,68.0,F,F,M,M
Star Maps,Drama,1997,tt0120197,0.0,4.4,nm0816669,nm0276691,nm0421541,nm0892474,\N,\N,1965,1945,19.0,15.0,8.0,1.0,M,M,F,F
Love Comes Lately,Drama,2007,tt0787500,88438.77819339909,4.3,nm0851555,nm0674231,nm0001347,nm0271165,1922,1948,1948,1952,14.0,335.0,103.0,63.0,M,F,F,F
Loner,Drama,2008,tt1337034,453345.04484001186,4.3,nm6094044,nm5768576,nm1202236,nm12069157,\N,\N,1981,\N,1.0,3.0,5.0,2.0,F,F,F,M
Today We Live,Drama,1933,tt0024675,0.0,4.4,nm0001076,nm0000011,nm0001870,nm0867144,1906,1901,1907,1905,87.0,78.0,388.0,79.0,F,M,M,M
The Presidio,Drama,1988,tt0095897,11609286.614221303,4.6,nm0000125,nm0001319,nm0000212,nm0912001,1930,1951,1961,1920,71.0,559.0,45.0,204.0,M,M,F,M
Summer Lovers,Drama,1982,tt0084737,11609286.614221303,4.6,nm0001251,nm0000435,nm0703211,nm0750640,1955,1960,1957,1927,162.0,79.0,2.0,53.0,M,F,F,F
The Legacy,Drama,2009,tt1296163,0.0,4.0,nm0765715,nm3628455,nm3048151,nm2463151,1963,\N,\N,\N,48.0,2.0,40.0,39.0,M,F,F,M
St. Elmo's Fire,Drama,1985,tt0090060,11609286.614221303,4.7,nm0000193,nm0000507,nm0000530,nm0000389,1962,1964,1962,1962,49.0,271.0,52.0,33.0,F,M,M,M
Code Name: Emerald,Drama,1985,tt0088934,0.0,4.4,nm0000438,nm0001884,nm0001976,nm0000918,1950,1929,1933,1944,100.0,102.0,74.0,47.0,M,M,M,M
Memento Mori,Drama,1999,tt0266075,0.0,4.5,nm0453612,nm0661975,nm0498488,nm0656759,1979,1981,1981,1964,19.0,27.0,7.0,4.0,F,F,F,M
The Pearl of Death,Drama,1944,tt0037168,0.0,4.7,nm0001651,nm0115558,nm0388615,nm0030166,1892,1895,1893,1918,87.0,41.0,13.0,32.0,M,M,M,F
Dangerous Liaisons,Drama,1988,tt0094947,11609286.614221303,6.7,nm0000335,nm0000518,nm0000201,nm0001436,1947,1953,1958,1944,166.0,138.0,69.0,206.0,F,M,F,F
Absolution,Drama,1978,tt0081975,0.0,4.6,nm0000009,nm0345297,nm0103193,nm0175262,1925,1956,1953,1942,107.0,9.0,7.0,84.0,M,M,M,M
Miss Potter,Drama,2006,tt0482546,5963556.56772932,4.8,nm0000250,nm0000191,nm0001833,nm0283409,1969,1971,1967,1948,45.0,116.0,61.0,78.0,F,M,F,F
Winged Creatures,Drama,2008,tt0948547,43070.528138317015,4.4,nm0000295,nm0001845,nm0001602,nm0266824,1973,1961,1967,1994,66.0,113.0,94.0,76.0,F,M,M,F
Amazing Grace,Drama,2006,tt0454776,11609286.614221303,5.0,nm0344435,nm0001215,nm0002091,nm0304801,1973,1936,1940,1982,129.0,57.0,94.0,57.0,M,M,M,F
Unforgettable,Drama,1996,tt0118040,-27167682.49920306,4.0,nm0000501,nm0000400,nm0001075,nm0001520,1954,1958,1941,1955,112.0,23.0,291.0,141.0,M,F,M,M
Soch,Drama,2002,tt0329620,0.0,4.1,nm0438503,nm0849199,nm1232546,nm0451170,1965,1971,1974,1967,122.0,179.0,17.0,62.0,M,F,F,M
A Place in the Sun,Drama,1951,tt0043924,11609286.614221303,7.9,nm0001050,nm0000072,nm0001859,nm0720843,1920,1932,1920,1903,18.0,54.0,88.0,13.0,M,F,F,F
Cocktail,Drama,2010,tt1821373,0.0,4.7,nm1334389,nm1792604,nm1728860,nm0409204,1978,1976,\N,1948,74.0,44.0,15.0,67.0,M,M,F,M
I Live in Fear,Drama,1955,tt0048198,0.0,4.7,nm0001536,nm0793766,nm0156928,nm0594542,1920,1905,1917,1894,138.0,77.0,38.0,12.0,M,M,M,F
Kill Cruise,Drama,1990,tt0100633,0.0,4.2,nm0001638,nm0000475,nm0000167,nm0118268,1941,1968,1965,1937,92.0,110.0,31.0,62.0,M,F,F,M
Viva Erotica,Drama,1996,tt0117575,0.0,4.6,nm0002000,nm0596297,nm0795517,nm0490513,1956,1970,1976,1964,41.0,27.0,62.0,95.0,M,F,F,M
The Scarlet Claw,Drama,1944,tt0037248,0.0,4.7,nm0001651,nm0115558,nm0357592,nm0146905,1892,1895,1886,1888,87.0,41.0,1.0,51.0,M,M,M,M
The Extra Man,Drama,2010,tt1361313,-7599685.248327451,4.3,nm0000177,nm0200452,nm0005017,nm0783033,1947,1984,1978,1928,53.0,52.0,167.0,34.0,M,M,F,F
A Few Good Men,Drama,1992,tt0104257,11609286.614221303,5.0,nm0000129,nm0000197,nm0000193,nm0000102,1962,1937,1962,1958,48.0,56.0,49.0,156.0,M,M,F,M
Silkwood,Drama,1983,tt0086312,0.0,4.7,nm0000658,nm0000621,nm0000333,nm0005266,1949,1951,1946,1944,99.0,113.0,22.0,337.0,F,M,F,M
Rubber Carpet,Drama,1997,tt0313541,0.0,4.6,nm0168878,nm0933658,nm0758251,,\N,\N,\N,,6.0,43.0,3.0,,F,M,M,
The Crime Patrol,Drama,1936,tt0027477,0.0,4.3,nm0908124,nm0593352,nm0689444,nm0040341,1904,1908,1889,1887,32.0,11.0,102.0,8.0,M,F,M,M
Emma's Bliss,Drama,2006,tt0424992,0.0,4.7,nm1935952,nm0900915,nm1050554,nm0270541,1977,1968,1972,1964,34.0,112.0,3.0,58.0,F,M,M,M
Dhund,Drama,1973,tt0158587,0.0,4.7,nm0632615,nm0023868,nm0451313,nm0219939,1946,1951,1941,1948,252.0,62.0,73.0,53.0,M,F,M,M
Tiyanaks,Drama,2007,tt1027865,0.0,4.5,nm1066261,nm1717582,nm1698831,nm1566328,1981,1987,1986,1986,386.0,1368.0,1358.0,877.0,F,F,M,M
The Boat That Rocked,Drama,2009,tt1131729,-15063772.43169554,4.5,nm0000450,nm0631490,nm0296545,nm0352905,1967,1949,1972,\N,35.0,115.0,83.0,5.0,M,M,M,M
Rainbow Eyes,Drama,2007,tt1233473,2594716.431916769,4.6,nm1279937,nm0453612,nm2412779,nm1117728,1978,1979,1982,1970,17.0,19.0,1.0,11.0,M,F,F,M
The Beautiful Country,Drama,2004,tt0273108,0.0,4.7,nm1280613,nm0000499,nm1336006,nm1334820,\N,\N,\N,\N,1.0,86.0,1.0,1.0,M,F,M,F
Sky Raiders,Drama,1941,tt0034197,0.0,4.5,nm0940579,nm0356890,nm0035877,nm0161862,1906,1920,1890,1889,256.0,20.0,89.0,76.0,M,M,M,M
Juha,Drama,1999,tt0158692,-1421198.6592625943,4.6,nm0475411,nm0653669,nm0932870,nm0671326,1956,1961,1947,1956,3.0,46.0,49.0,22.0,M,F,M,M
Nirvana,Drama,1997,tt0119794,0.0,4.5,nm0000483,nm0007746,nm0748207,nm0733625,1957,1955,1959,1971,73.0,119.0,63.0,53.0,M,M,M,F
Two Lovers,Drama,2008,tt1103275,-13194616.8762555,4.4,nm0001618,nm0000569,nm0005416,nm0431493,1974,1972,1976,\N,45.0,39.0,26.0,2.0,M,F,F,F
Strangers,Drama,2007,tt0882967,0.0,4.3,nm0792116,nm1946407,nm0006764,nm0222138,1970,1966,1974,1967,100.0,96.0,59.0,16.0,M,M,F,F
Luster,Drama,2002,tt0325761,0.0,4.3,nm0381201,nm0943519,nm0694615,nm0317293,1970,\N,1970,1965,1.0,4.0,1.0,42.0,M,M,M,F
Everybody's Fine,Drama,2009,tt0780511,-5532327.035093402,4.6,nm0000134,nm0000295,nm0005377,nm0000106,1943,1973,1968,1975,116.0,66.0,65.0,86.0,M,F,M,F
Import Export,Drama,2007,tt0459102,0.0,4.7,nm2759893,nm3672484,nm5486622,nm5486594,\N,\N,\N,\N,1.0,1.0,1.0,1.0,F,F,F,M
White Men Can't Jump,Drama,1992,tt0105812,11609286.614221303,4.8,nm0000648,nm0000437,nm0001609,nm0274508,1962,1961,1964,1962,62.0,103.0,49.0,9.0,M,M,F,F
Dulhe Raja,Drama,1998,tt0210659,0.0,4.6,nm0332871,nm0849199,nm0434318,nm0159159,1963,1971,1937,1935,98.0,179.0,45.0,104.0,M,F,M,M
Goodbye Gemini,Drama,1970,tt0065790,0.0,4.3,nm0002096,nm0693318,nm0714878,nm0437800,1948,1944,1908,1942,70.0,13.0,63.0,14.0,F,M,M,M
The Devil and the Ten Commandments,Drama,1962,tt0055904,0.0,4.6,nm0036734,nm0002198,nm0108400,nm0201638,1931,1924,1933,1917,54.0,59.0,95.0,114.0,F,M,M,F
Attenberg,Drama,2010,tt1691323,0.0,4.5,nm3987673,nm0609999,nm2032234,nm0487166,1984,\N,\N,1973,31.0,37.0,4.0,1.0,F,M,F,M
The Mack,Drama,1973,tt0070350,0.0,4.6,nm0432273,nm0330150,nm0001640,nm0817511,1933,1926,1940,1945,5.0,65.0,41.0,6.0,M,M,M,F
Cal,Drama,1984,tt0087019,0.0,4.6,nm0000545,nm0001487,nm0564857,nm0442559,1945,1961,1943,1946,121.0,56.0,21.0,47.0,F,M,M,M
The Machinist,Drama,2004,tt0361862,4014761.71269302,4.9,nm0000288,nm0000492,nm0845209,nm0788767,1974,1962,1968,\N,50.0,113.0,127.0,5.0,M,F,F,M
Rajkumar,Drama,1964,tt0314557,0.0,4.6,nm0004433,nm0623321,nm0695199,nm0004432,1931,1941,1920,1906,69.0,28.0,118.0,35.0,M,F,M,M
Mera Naam Joker,Drama,1970,tt0066070,0.0,4.9,nm0004292,nm0006370,nm0307231,nm0438501,1924,1937,1947,1952,46.0,32.0,19.0,99.0,M,M,F,M
God's Little Acre,Drama,1958,tt0051666,0.0,4.6,nm0752813,nm0001481,nm0712731,nm0004983,1909,1934,1926,1924,104.0,28.0,57.0,24.0,M,F,M,M
The Crazies,Drama,1973,tt0069895,-699630.019039039,4.5,nm0140889,nm0534032,nm0428197,nm0390915,\N,1944,\N,1935,2.0,7.0,2.0,2.0,F,M,M,M
The Trial,Drama,2010,tt1264115,0.0,4.4,nm0046541,nm0000546,nm0136922,nm0001233,1974,1959,1967,1941,37.0,76.0,154.0,87.0,M,M,F,M
Cosi,Drama,1996,tt0115951,0.0,4.6,nm0578853,nm0653222,nm0001057,nm0341737,1969,1941,1972,1968,103.0,219.0,148.0,89.0,M,M,F,F
Psychosis,Drama,2010,tt1351784,-1302803.185427563,3.9,nm0004806,nm2268311,nm0363652,nm1510097,\N,\N,1975,1975,172.0,5.0,19.0,2.0,F,M,M,M
Poltergeist,Drama,1982,tt0084516,11609286.614221303,4.9,nm0001851,nm0001576,nm0005266,nm0833152,1948,1975,1944,1914,90.0,5.0,337.0,24.0,F,F,M,F
Comrade X,Drama,1940,tt0032349,0.0,4.6,nm0000022,nm0001443,nm0393028,nm0107795,1901,1914,1898,1892,61.0,28.0,46.0,28.0,M,F,M,M
Cactus,Drama,2008,tt1039949,0.0,4.4,nm0573092,nm2256017,nm0000986,nm2037879,\N,1976,1947,1970,55.0,76.0,125.0,86.0,M,M,M,M
Johnny Gaddaar,Drama,2007,tt1077248,0.0,4.9,nm0004429,nm1267008,nm1817397,nm1778703,1935,1981,1971,1982,187.0,15.0,603.0,21.0,M,F,F,M
Saw VI,Drama,2009,tt1233227,11609286.614221303,4.6,nm0068551,nm0541908,nm0001679,nm0751018,1942,1965,1956,1963,60.0,206.0,31.0,16.0,M,M,M,F
Suspicion,Drama,1941,tt0034248,11609286.614221303,5.6,nm0000026,nm0000021,nm0362567,nm0115558,1904,1917,1893,1895,67.0,57.0,86.0,41.0,M,F,M,M
Biker Boyz,Drama,2003,tt0326769,-629808.0719211778,4.1,nm0000401,nm1035682,nm0428963,nm0005023,1961,1974,1968,1964,196.0,73.0,150.0,32.0,M,M,M,M
Gauri: The Unborn,Drama,2007,tt0982875,0.0,4.0,nm1055051,nm0451600,nm0474609,nm2588955,\N,1955,1965,\N,1.0,175.0,135.0,1.0,M,M,M,F
Run,Drama,1991,tt0102818,-20147570.886892248,4.1,nm0001131,nm0000593,nm0688285,nm0012586,1966,1962,1934,\N,65.0,33.0,28.0,22.0,M,F,M,M
The Killer Inside Me,Drama,1976,tt0074746,0.0,4.4,nm0005078,nm0879073,nm0827594,nm0943978,1941,1945,1944,1916,514.0,40.0,21.0,137.0,M,F,F,M
Desh Premee,Drama,1982,tt0083820,0.0,4.4,nm0000821,nm0004564,nm0632615,nm0044916,1942,1948,1946,1949,197.0,92.0,252.0,27.0,M,F,M,F
The Yearling,Drama,1946,tt0039111,0.0,6.2,nm0000060,nm0943837,nm0418741,nm0932629,1916,1917,1934,1902,60.0,298.0,6.0,71.0,M,F,M,M
First Knight,Drama,1995,tt0113071,11609286.614221303,4.6,nm0000125,nm0000152,nm0000566,nm0002027,1930,1949,1965,1947,71.0,70.0,76.0,94.0,M,M,F,M
Under the Sand,Drama,2000,tt0240913,0.0,4.7,nm0001648,nm0187337,nm0634500,nm0829155,1946,1929,1943,1939,102.0,117.0,21.0,70.0,F,M,M,F
Pedro,Drama,2008,tt1281383,0.0,4.6,nm2352551,nm0532461,nm2082776,nm1542537,\N,1972,\N,\N,24.0,110.0,57.0,12.0,M,F,M,M
S. Darko,Drama,2009,tt1231277,-4413899.078791381,3.8,nm0153738,nm0263759,nm0480798,nm2067953,1990,1986,1985,1987,82.0,29.0,203.0,26.0,F,F,M,M
Secrets & Lies,Drama,1996,tt0117589,-6791920.624800765,4.8,nm0001758,nm0000950,nm0517642,nm0750718,1957,1946,1956,1971,140.0,125.0,94.0,30.0,M,F,F,F
Young Adult,Drama,2011,tt1625346,11213436.217236511,4.7,nm0000234,nm0933940,nm0652663,nm0714147,1975,1973,1969,1975,53.0,65.0,337.0,50.0,F,M,M,F
Carnage,Drama,2011,tt1692486,2652265.272363269,4.7,nm0000149,nm0000701,nm0910607,nm0000604,1962,1975,1956,1965,76.0,73.0,118.0,119.0,F,F,M,M
The Claim,Drama,2000,tt0218378,0.0,4.5,nm0004747,nm0611932,nm0027385,nm0031359,1978,1959,\N,\N,102.0,104.0,6.0,2.0,M,M,M,M
Balibo,Drama,2009,tt1111876,0.0,4.7,nm1120677,nm3603448,nm3876418,nm3877764,\N,\N,\N,\N,2.0,1.0,1.0,1.0,F,F,F,F
Violent Cop,Drama,1989,tt0098360,0.0,4.7,nm0001429,nm0442799,nm0038961,nm0762965,1947,1966,1960,1955,40.0,43.0,10.0,57.0,M,F,M,M
The Boys Are Back,Drama,2009,tt0926380,3515492.9568194137,4.7,nm0654110,nm1134439,nm0292182,nm1126657,1964,1982,1975,1992,113.0,54.0,70.0,35.0,M,F,F,M
Journal of a Crime,Drama,1934,tt0025333,0.0,4.4,nm0154183,nm0579663,nm0230068,nm0053616,1892,1890,1911,1865,20.0,79.0,20.0,24.0,F,M,F,M
Two for the Money,Drama,2005,tt0417217,-5422848.445271603,4.4,nm0000190,nm0000199,nm0000623,nm0000800,1969,1940,1954,1949,84.0,63.0,27.0,137.0,M,M,F,M
Mimic,Drama,1997,tt0119675,-6665547.539892015,4.3,nm0000227,nm0000562,nm0329422,nm0316284,1967,1961,1987,1942,89.0,42.0,2.0,134.0,F,M,M,M
Little Witches,Drama,1996,tt0116897,0.0,4.0,nm0717131,nm0005338,nm0748075,nm0620756,\N,1977,1962,1943,3.0,8.0,36.0,8.0,F,F,F,M
Achhut Kanya,Drama,1936,tt0027256,0.0,4.5,nm0710151,nm0006369,nm4999275,nm0695193,1908,1911,\N,1916,12.0,143.0,1.0,8.0,F,M,F,F
Never a Dull Moment,Drama,1968,tt0063341,0.0,4.4,nm0001813,nm0000064,nm0699063,nm0798328,1925,1893,1935,1926,439.0,83.0,30.0,71.0,M,M,F,M
In Praise of Older Women,Drama,1978,tt0077728,0.0,4.4,nm0000297,nm0000947,nm0001782,nm0001726,1949,1939,1938,1951,165.0,113.0,61.0,81.0,M,F,F,F
Snapdragon,Drama,1993,tt0108169,0.0,3.9,nm0000874,nm0001210,nm0000097,nm0566783,1956,1957,1967,1956,114.0,36.0,238.0,35.0,M,F,F,M
Boogeyman,Drama,2005,tt0357507,11609286.614221303,4.3,nm0005538,nm0221043,nm0005128,nm0566084,1974,1976,1968,1992,185.0,263.0,194.0,15.0,M,F,F,F
Crash,Drama,2004,tt0375679,11609286.614221303,5.0,nm0000332,nm0000113,nm0628601,nm0037410,1964,1964,1972,\N,180.0,52.0,89.0,28.0,M,F,F,F
Nude Nuns with Big Guns,Drama,2010,tt1352388,0.0,4.0,nm2459960,nm0145518,nm0195784,nm1335621,1981,\N,1958,\N,3.0,28.0,1.0,3.0,F,M,M,M
